,translation
0,"肺气肿&*肺损络伤,肝气乘逆,久病气阴两伤,"
0,"大便溏烂&*痰瘀郁毒阻肺,肺虚脾弱,脾虚不健,脾弱不健,痰瘀热毒内蕴,"
0,"咳嗽咯痰&*痰瘀郁毒阻肺,肺热阴伤,肝经郁火,正虚气阴两伤,"
0,"左肺腺癌&*饮停胸胁,癌毒伤正,气耗阴伤,病入损途,肺肾两虚,津气耗伤,毒伤气阴,久病肺虚,"
0,"咳嗽不重&*气阴亏耗,痰瘀上蒙,久病正虚,清阳失司,肺伤络损,痰毒郁肺,肝气乘逆,术后气阴两伤,"
0,"痰不多&*痰瘀郁毒,癌毒走络,风痰上扰,脾胃虚弱,痰热瘀阻,瘀阻清窍,肺气耗伤,痰气瘀结,湿浊中阻,"
0,"转移瘤&*痰瘀阻络,热毒内蕴,癌毒专注,气耗阴伤,阴气两伤,"
0,"咯痰不多&*肺损络伤,癌毒走窜,肺气不利,肝气入络,热毒痰瘀血郁,痰瘀瘀毒阻肺,术后气阴两伤,"
0,"右肺腺癌&*肺虚脾弱,上蒙清阳,湿热痰瘀互结,痰浊热毒瘀结,腑浊不降,虚实错杂,肺气耗伤,病实正虚,痰瘀热毒内蕴,"
0,"有痰&*痰热瘀毒阻肺,痰热毒瘀互结,内风暗动,热毒痰浊瘀肺,"
0,"大便尚调&*痰热瘀毒阻肺,肺虚阴伤气耗,肾督受损,痰瘀热毒蕴肺,肺胃失和,久病气阴两伤,"
0,"呛咳&*热毒痰瘀阻肺,痰瘀饮停,热毒伤肺,"
0,"右下肺占位&*痰瘀饮停,肺胃两伤,痰瘀毒郁,肺虚郁热,津气耗损,毒损气阴,"
0,"二便尚可&*气阴两虚,肺损络伤,肺气不清,风痰上扰,热伤肺络,"
0,"淋巴结肿大&*风痰瘀阻,热毒内蕴,痰瘀热毒郁滞,清阳不展,脾肾不健,阳虚气弱,"
0,"头昏头痛&*清阳失用,风痰瘀阻,癌毒走注犯脑,浊邪害清,"
0,"胸不闷&*痰热毒瘀阻肺,肝肾不足,"
0,"左肺癌&*肾督受损,热毒痰瘀蕴肺,肺虚阴伤,气耗阴伤,气耗络损,清阳失司,肺损体虚,湿浊中阻,"
0,"右肩背痛&*清阳失用,肺虚络伤,肝气入络,痰瘀瘀毒阻肺,"
0,"痰少&*肝郁伤神,木火刑金,痰瘀热郁,癌毒走经,"
0,"左胸疼痛&*肺损络伤,痰瘀瘀肺,"
0,"脱发&*化疗伤正,肝肾亏损,气血两伤,肺虚阴伤气滞,肝胃同病,"
0,"咳嗽气喘&*痰瘀互结,肺气不利,肺虚阴伤,气耗络损,肺虚郁热,毒损气阴,肝肺俱损,"
0,"左上肺腺癌手术&*痰瘀阻络,脾虚胃弱,痰热毒瘀互结,痰毒互结,"
0,"背痛&*肝经郁火上炎,化疗损正,肺损络瘀,痰热瘀毒蕴肺,"
0,"腰痛&*痰瘀互结,癌毒专注,损及肝肾,阴气两伤,肺虚络痹,肝肺俱损,"
0,"右肺小细胞肺癌&*痰瘀郁毒,肺损络伤,痰瘀热毒阻肺,气阴交亏,肺热内蕴,"
0,"口不干&*癌毒伤正,痰毒互结,清阳不展,肺损脾伤,气火上逆,"
0,"二便尚调&*痰瘀热毒互结,肝郁伤神,热毒痰瘀阻滞,热毒蕴结,痰饮瘀肺,循经走注入络,肺虚郁热,毒损气阴,"
0,"左下肺癌&*风痰上蒙,热毒痰瘀,痰瘀饮停,痰热瘀阻,热毒伤肺,久病肺虚,"
0,"呕吐&*脾胃虚败,风痰上蒙,痰瘀饮停,热毒蕴肺,癌毒转注,药毒伤正,癌毒流住,脾胃不健,通降失常,痰气瘀结,痰饮壅肺,"
0,"大便少行&*肝肾亏虚,脾胃虚败,津气两伤,痰瘀上蒙,湿热中阻,病入损途,木火刑金,热毒痰瘀阻络,肺*热郁,胃气不和,津气耗伤,"
0,"咳嗽减轻&*阴伤气耗,肺损络伤,痰热瘀毒不尽,"
0,"寐差&*气阴亏耗,痰热毒瘀,肝脾两伤,蕴肺不尽,风痰毒瘀走注,气火上逆,"
0,"咳嗽胸痛&*气阴耗伤,肺虚毒瘀,"
0,"口干欲饮&*肺虚脾弱,痰热蕴肺,痰瘀上蒙,热毒蕴肺,痰浊热毒阻肺,久病正虚,湿浊中阻,肺胃失和,痰瘀热毒内蕴,肺损及下,"
0,"行走无力&*癌毒走注,痰瘀阻络,清阳失用,肺胃不和,肾督受损,"
0,"咳嗽咯血&*脾胃虚弱,正气虚败,痰瘀热郁,肺虚阴伤气滞,肝气上逆,热毒痰湿郁肺,"
0,"左上肺腺癌&*痰热蕴肺,痰瘀上蒙,热毒痰瘀内蕴,久病正虚,"
0,"食纳稍差&*热毒痰瘀阻肺,痰阻清空,肝肾损伤,药毒伤脾败胃,内风夹痰,"
0,"气不喘&*热毒痰瘀阻肺,肺虚络损,肺损伤络,"
0,"声音沙哑&*痰瘀郁毒,癌毒走窜,肺气不清,脾虚不健,热毒痰瘀内蕴,化源不足,湿毒瘀结,痰浊痹阻,脾胃伤败,"
0,"头昏乏力&*痰热毒瘀阻肺,热毒痰瘀蕴肺,正虚气阴两伤,"
0,"出汗&*肝肾不足,热毒走窜,气滞络瘀,"
0,"食纳减退&*痰瘀热毒阻肺,肺虚脾弱,痰热瘀毒阻肺,肝肺同病,阴气耗伤,肺损及下,"
0,"高血压&*肝肾不足,痰热郁肺,脾弱不健,肺心同病,气耗阴伤,热毒痰浊,"
0,"大便干结&*肝肺同病,脾胃衰败,热郁阴伤,肝脾两伤,难起良效,通降失常,肝肾阴伤,痰饮壅肺,络热血瘀,"
0,"食少不多&*肺气不清,气阴交亏,肺虚络伤,风痰上扰,肝气入络,肝气乘侮,肺虚络瘀,痰瘀瘀毒阻肺,肝肾阴伤,络热血瘀,"
0,"咯痰质稠&*肺毒热郁,"
0,"口时干&*肺虚痰瘀,脾虚胃弱,"
0,"介入治疗&*正虚气阴两伤,脾虚肺弱,"
0,"阻塞性肺炎&*脾胃虚败,肺气不清,痰瘀上蒙,风痰上扰,病入损途,正气虚败,津气耗伤,"
0,"侧胸痛&*热毒内蕴,热毒痰瘀阻滞,"
0,"下肢浮肿&*痰瘀郁毒,肝肾亏虚,化源不足,痰热毒瘀,脾胃伤败,蕴肺不尽,气血失调,"
0,"左下肺占位&*肺气不清,癌毒专注,风痰上蒙,枢机不和,痰饮壅肺,"
0,"发烧&*痰浊热毒瘀结,病入损途,肝郁伤神,木火刑金,虚实错杂,肺损体虚,痰毒郁肺,津气耗伤,毒伤气阴,"
0,"左上肺肺癌&*热毒内蕴,津气两伤,肝肺同病,肝肾阴虚,脾胃衰败,化疗损正,热毒伤阴,"
0,"右下肺腺癌&*痰瘀郁毒阻肺,肝肾阴虚,下焦湿热,"
0,"咳嗽不显&*络气不和,肝肾不足,肺虚饮停,肝郁伤神,木火刑金,痰浊热毒阻肺,癌毒转注,内风上扰,癌毒流住,脾胃不健,"
0,"呼吸困难&*气阴耗伤,肺气不利,痰瘀阻气,痰瘀热毒蕴肺,正气虚败,升降失司,热毒痰浊瘀肺,热毒伤肺,肺虚郁热,水饮内停,肺阴两虚,胸阳失旷,毒损气阴,"
0,"痰血&*气阴耗伤,癌毒走络,风痰上扰,正气虚败,瘀阻清窍,肺毒热郁,"
0,"行走困难&*痰瘀阻络,肝肾亏虚,痰瘀瘀毒互结,热郁阴伤,"
0,"烦躁&*痰热瘀毒阻肺,痰瘀热郁,"
0,"肩背疼痛&*痰瘀上蒙,久病正虚,"
0,"口苦&*风痰上蒙,湿热中阻,痰浊瘀肺,肝肺俱损,上损及下,"
0,"痰白起沫&*痰热瘀毒阻肺,癌毒伤正,"
0,"贫血&*痰瘀郁毒,热毒瘀肺,化源不足,脾运不健,"
0,"纳差&*痰热毒瘀阻肺,热毒痰瘀蕴肺,痰瘀饮停,正虚气阴两伤,,素体脾虚,痰浊热毒阻肺,脾运不健,痰热毒瘀,热毒久郁,气耗络损,肝脾两伤,热毒痰浊瘀肺,肺损脾伤,热毒伤肺,肺虚郁热,毒损气阴,热毒痰湿郁肺,肝肺俱损,蕴肺不尽,热毒痰浊,久病肺虚,痰饮壅肺,胃虚脾弱,"
0,"头昏&*痰瘀上蒙,上蒙清阳,癌毒走络,风痰上扰,热毒痰瘀阻滞,风痰热毒伤肝,腑浊不降,瘀阻清窍,瘀毒走注上蒙,毒瘀营血,肺肾两虚,病实正虚,"
0,"微咳&*肺虚络损,热毒痰瘀,"
0,"不能纳食&*化疗伤正,痰热毒瘀互结,药毒伤正,难起良效,脾胃不调,"
0,"胃胀&*气阴亏耗,肺虚络伤,热毒痰瘀蕴肺,癌毒走络,痰毒互结,气滞,肝胃不和,湿阻津气两伤,痰气瘀结,"
0,"左肺鳞癌&*肺虚络损,肺胃不和,肺热内蕴,肺损体虚,"
0,"右肺Ca&*痰热蕴肺,肝经郁火,"
0,"纳可&*痰热毒瘀阻肺,肝肾不足,湿毒瘀结,热毒走窜,痰浊痹阻,肺毒热郁,肺伤络损,气滞络瘀,"
0,"占位&*痰瘀郁肺,阴伤气耗,络气不和,痰毒瘀肺,"
0,"恶心欲吐&*上蒙清阳,热毒痰瘀蕴肺,正虚气阴两伤,腑浊不降,湿困表里,清阳不宣,药毒伤脾败胃,病实正虚,脾胃不调,"
0,"二便正常&*热毒瘀肺,"
0,"左肺占位&*脾胃虚弱,肝肾亏损,多脏受累,肝损络伤,"
0,"咽痒&*痰瘀郁肺,肺热内蕴,肺心同病,癌毒走行,肝气上逆,"
0,"右侧胸腔积液&*饮停胸胁,肺气不利,肺气不清,热毒痰浊瘀肺,肺虚郁热,毒损气阴,"
0,"酸痛&*痰瘀郁毒,肺气不清,肺虚阴伤气耗,肝肾亏损,多脏受累,"
0,"便秘&*肝肾亏虚,痰瘀热毒阻肺,津气两伤,肺胃同病,湿热中阻,湿浊瘀阻,木火刑金,肺*热郁,腑气不通,化疗损正,"
0,"面色不华&*肝肾亏虚,毒瘀营血,"
0,"右上肺结节&*肺虚热郁,肺虚络伤,脾虚不健,肾虚不纳,癌毒走行,"
0,"无痰&*损及肝肾,痰瘀毒郁,肝气乘侮,气血两伤,清阳不展,清阳失司,伤阴耗气,肺虚络瘀,肺虚络痹,津气耗损,痰瘀郁结,"
0,"痛感&*肺虚阴伤气耗,肾督受损,清阳不张,气血失调,"
0,"右肺占位&*热毒内蕴,痰瘀瘀毒互结,通降失司,热郁阴伤,肺风痨热,肺失清肃,"
0,"感冒&*痰热瘀毒阻肺,肺心同病,热毒痰瘀阻滞,"
0,"稍咳&*肝肾不足,热毒痰瘀,肺虚津气两伤,不能濡养声道,"
0,"胸无闷痛&*肺虚阴伤气耗,痰瘀瘀毒互结,脾胃失调,复加化疗干扰,痰瘀浊毒互结,肺肾同病,"
0,"胸闷不舒&*肺气不清,痰瘀饮停,化源不足,热毒伤肺,脾胃伤败,"
0,"食纳不馨&*脾虚不健,脾弱不健,清阳失司,痰瘀郁结,肝气乘逆,"
0,"右侧肺癌&*热毒痰瘀内蕴,肺毒热郁,胃虚脾弱,肺虚毒瘀,"
0,"放疗&*癌毒走注,癌毒走络,"
0,"右胸腔积液&*水饮内停,"
0,"易汗&*肺虚气阴两伤,气阴两伤,热毒痰瘀阻肺,热毒痰浊瘀肺,肺毒热郁,痰饮伏肺,虚实错杂,肺虚郁热,毒损气阴,肺虚毒瘀,"
0,"左胁肋痛&*肺虚脾弱,肺热内郁,"
0,"痰粘色白&*癌毒走注,肺虚阴伤气耗,肾督受损,"
0,"咳嗽有痰&*痰瘀郁毒阻肺,癌毒专注,气阴交亏,肺心同病,肺络损伤,气机升降不利,气血失调,"
0,"颈淋巴结肿大&*清阳失用,风痰瘀阻,"
0,"发热&*热毒痰瘀内蕴,癌毒走络,肝经郁火,风痰上扰,肝肾阴虚,肺虚卫弱,胃气衰败,瘀阻清窍,枢机不和,热毒痰浊瘀肺,病难逆转,正气溃败,肺风痨热,痰热瘀毒蕴肺,热毒伤阴,热毒痰浊,"
0,"恶心&*肺胃两伤,热毒痰瘀阻滞,痰毒瘀肺,癌毒转注,药毒伤正,化疗损正,肺损体虚,脾胃不健,痰饮壅肺,"
0,"体力下降&*清阳失用,风痰瘀阻,脾虚胃弱,热毒蕴肺,"
0,"体力不佳&*脾虚胃弱,津气不足,"
0,"有痰不多&*饮停胸胁,痰瘀瘀毒互结,痰浊瘀结,痰毒郁肺,肝气乘悔,脉虚津气两伤,肺肾两虚,肺失清肃,瘀毒专注,"
0,"干咳&*热毒痰瘀走注,伤阴耗气,"
0,"食纳不振&*癌毒走注,痰热瘀阻,肺损脾伤,"
0,"咯痰较多&*清阳失用,肺胃同病,痰瘀上蒙,久病正虚,热毒痰浊,"
0,"骨髓抑制&*清阳不用,化源不足,肝肾亏损,脾运不健,扶正抗癌,气血两伤,肾虚不纳,脾胃伤败,"
0,"恶心呕吐&*肺虚气阴两伤,气耗阴伤,肺虚毒瘀,"
0,"右胁肋痛&*肺热阴伤,肺胃同病,痰瘀饮停,热毒伤肺,通降失常,"
0,"胸闷咳嗽&*痰瘀阻络,痰浊瘀阻,肺胃两伤,"
0,"食纳可&*痰瘀热毒互结,气阴耗伤,湿热痰瘀互结,痰瘀热毒蕴肺,肺虚热蕴,肝胃同病,"
0,"痰多色白&*肺虚脾弱,痰热蕴肺,脾虚不健,"
0,"气短&*痰热蕴肺,津气不足,下焦湿热,虚实错杂,肺损体虚,湿浊中阻,肺肾两虚,痰瘀郁结,肺损及下,"
0,"胸闷气急&*上蒙清阳,肺虚津气两伤,痰热瘀毒蕴肺,不能濡养声道,"
0,"胸闷不痛&*痰热瘀毒阻肺,"
0,"身热&*热毒内蕴,病入损途,枢机不和,痰热瘀毒蕴肺,"
0,"左上肺癌&*热毒痰瘀蕴肺,热毒痰瘀内蕴,热毒瘀肺,正虚气阴两伤,胃气衰败,脾虚肺弱,痰毒郁肺,肝气上逆,痰浊瘀肺,气血失调,"
0,"咳嗽不多&*热毒蕴肺,内风暗动,痰瘀热郁,腑浊不降,湿毒瘀结,高年肝肾本虚,痰浊痹阻,痰湿瘀毒互结,肺损正虚,浊邪害清,病实正虚,痰饮壅肺,"
0,"左侧胸腔积液&*脾虚胃弱,化疗伤正,痰瘀上蒙,久病正虚,"
0,"左上肺占位&*脾虚不健,痰热毒瘀互结,难起良效,痰毒郁肺,脾胃两伤,"
0,"汗多&*痰热郁肺,肺热内蕴,热毒痰瘀内蕴,肺心同病,热毒瘀肺,胃气衰败,痰毒瘀肺,"
0,"左侧肺癌&*热毒痰瘀阻肺,痰热毒瘀阻肺,化源不足,脾运不健,"
0,"腰疼&*肺热阴伤,脾胃虚败,"
0,"沙哑&*癌毒伤正,肺虚津气两伤,热伤肺络,不能濡养声道,"
0,"消化道反应&*扶正抗癌,肺虚阴伤气滞,"
0,"转移&*癌毒专注,热毒痰瘀阻肺,气阴两伤，痰瘀上蒙,上蒙清阳,风痰上蒙,热毒痰瘀,腑浊不降,久病正虚,药毒伤正,痰气瘀结,病实正虚,"
0,"怕冷&*肺虚痰瘀,肺虚脾弱,气耗阴伤,病入损途,枢机不和,"
0,"食少&*风痰瘀阻,痰浊瘀阻,清阳不用,脾肾不健,阳虚气弱,"
0,"形体消瘦&*热毒痰瘀互结,气阴耗伤,肺胃同病,肺虚卫弱,正气虚败,病难逆转,正气溃败,肺损体虚,通降失常,"
0,"口稍干&*脾虚胃弱,"
0,"腹泻&*脾虚胃弱,化疗伤正,肺损正虚,"
0,"大便正常&*痰热蕴肺,痰热郁肺,肝经郁火,肺毒热郁,肺虚阴伤气滞,肺风痨热,肺气痹塞,湿阻气滞,"
0,"胸痛&*,痰浊热毒阻肺,肺热络不和,肺损正虚,胃弱气滞,肺胃失和,肺虚毒瘀,"
0,"疼痛&*痰瘀毒郁,气滞,肝胃不和,湿阻津气两伤,痰湿瘀结,清阳失司,内风上扰,热毒痰瘀血郁,金不制木,津气耗损,肺阴两虚,痰饮壅肺,风痰湿毒瘀结,"
0,"抽水&*饮停胸胁,肺胃不和,痰瘀热毒互结,癌毒走窜,痰热毒瘀阻肺,肺气不利,肺气不清,肺虚饮停,肺虚郁热,水饮内停,毒损气阴,"
0,"感冒咳嗽&*痰热毒瘀阻肺,癌毒专注,肝肺同病,肝气上逆,阴气耗伤,"
0,"面色暗黑&*痰瘀上蒙,上蒙清阳,肝肾亏损,多脏受累,久病正虚,久病肺虚,"
0,"尿频&*肺热内郁,痰浊热毒瘀结,虚实错杂,"
0,"心慌&*热毒痰瘀,肝气入络,胃气虚败,热毒痰浊瘀肺,痰瘀郁结,痰瘀瘀毒阻肺,久病肺虚,上损及下,"
0,"腹胀&*脾虚胃弱,脾胃虚败,肺胃同病,湿浊瘀阻,津气不足,腑气不通,化疗损正,痰气瘀结,"
0,"胸闷气喘&*气阴交亏,脾胃虚弱,肺络损伤,肝肾亏损,胃气虚败,肺阴耗伤,气血两伤,瘀热内蕴,"
0,"多梦&*热毒瘀肺,痰热毒瘀,高年肝肾本虚,痰湿瘀毒互结,蕴肺不尽,"
0,"痰多&*肺气不清,风痰上扰,痰瘀热毒蕴肺,肺虚劳热,"
0,"结节&*痰瘀郁肺,肺气不清,风痰上扰,"
0,"右上肺腺癌&*肺虚阴伤气耗,痰热毒瘀互结,病入损途,"
0,"胸部隐痛&*痰热蕴肺,肺热内郁,浊邪害清,"
0,"不咳&*痰热毒瘀互结,损及肝肾,瘀阻清窍,痰毒互结,气血两伤,癌毒伤肾,热毒痰瘀血郁,肺虚络痹,风阳夹痰浊上扰,毒痰瘀阻,痰瘀热毒内蕴,胃虚脾弱,肝肾受损,"
0,"右上肺鳞癌&*热毒痰瘀互结,气阴两伤,癌毒走注,肝经郁火,热毒瘀结,风痰湿毒瘀结,"
0,"疲劳&*肺虚脾弱,热毒痰瘀内蕴,脾弱不健,肝郁伤神,木火刑金,热毒痰瘀血郁,"
0,"肺癌&*化疗伤正,肝胃失和,损及肝肾,心气不足,痰瘀郁热,枢机不和,肺虚络痹,浊邪害清,痰气瘀结,水饮内停,湿浊中阻,痰浊淤毒阻肺,热毒伤阴,阴气耗伤,脾胃不调,"
0,"视物模糊&*清阳失用,脾胃虚败,癌毒走络,风痰上扰,瘀阻清窍,风痰瘀阻上蒙,"
0,"肺腺癌&*热毒痰瘀,热毒痰瘀阻滞,瘀毒走注上蒙,"
0,"隔淋巴结肿大&*肺胃不和,津气两伤,癌毒走络,病入损途,通降失司,"
0,"胸闷不著&*化疗伤正,肺热内郁,脾虚不健,高年肝肾本虚,痰饮伏肺,痰湿瘀毒互结,痰浊瘀肺,"
0,"面黄不华&*痰瘀热毒互结,肺虚阴伤,肺虚卫弱,"
0,"火热感&*肺虚阴伤气耗,胃弱气滞,"
0,"肝囊肿&*肺气不清,痰热蕴肺,肝经郁火,风痰上扰,"
0,"消瘦&*痰瘀饮停,肺虚卫弱,肝肾亏损,痰毒瘀肺,扶正抗癌,循经走注入络,多脏受累,病难逆转,正气溃败,"
0,"痰中带血&*热毒痰瘀互结,气阴两伤,癌毒走注,气耗阴伤,肺络损伤,清阳失司,"
0,"大便偏烂&*痰热瘀毒阻肺,化源不足,清阳失司,脾胃伤败,"
0,"便溏&*清阳失用,风痰瘀阻,化疗伤正,素体脾虚,热毒久郁,脾胃不调,"
0,"紧缩感&*肺虚热郁,肺胃两伤,痰瘀毒郁,津气耗损,"
0,"胸闷呼吸不畅&*肺气不清,风痰上扰,痰瘀瘀毒互结,"
0,"口干苦&*肺胃同病,痰浊热毒瘀结,脾胃衰败,热毒痰瘀郁肺,,热毒痰浊,"
0,"心包积液&*癌毒专注,痰瘀上蒙,病入损途,久病正虚,"
0,"咯吐尚可&*肺虚阴伤气耗,肾督受损,"
0,"胸闷气短&*热毒痰瘀内蕴,热毒瘀结,肺胃两伤,胃气衰败,痰瘀毒郁,气机升降不利,津气耗损,热毒痰湿郁肺,上损及下,"
0,"气喘&*肺虚气阴两伤,痰瘀热毒阻肺,肺气不利,癌毒伤正,脾运不健,胃气虚败,湿毒瘀结,肾虚不纳,毒瘀营血,痰浊痹阻,肺虚郁热,胃弱气滞,水饮内停,肺阴两虚,气血两虚,毒损气阴,毒伤气阴,上损及下,"
0,"胸不痛&*痰热郁肺,肺虚卫弱,热毒痰瘀阻滞,阴伤络损,"
0,"低热&*热毒痰瘀内蕴,肝肺同病,肝肾阴虚,胃气衰败,脾胃衰败,热毒痰瘀郁肺,,素体脾虚,热毒久郁,痰热瘀毒蕴肺,热毒伤阴,"
0,"憋气&*痰瘀郁毒阻肺,痰瘀郁毒,气阴交亏,肺虚络伤,"
0,"气急&*痰热郁肺,热毒瘀结,升降失司,热毒痰浊瘀肺,阴伤络损,胸阳失旷,"
0,"大便偏干&*痰热毒瘀互结,肝肾阴虚,痰浊热毒瘀结,肝气入络,扶正抗癌,高年肝肾本虚,虚实错杂,痰湿瘀毒互结,痰瘀瘀毒阻肺,热毒伤阴,肝气乘逆,"
0,"胸水&*饮停胸胁,痰浊瘀阻,脾胃虚弱,肺胃两伤,肺阴耗伤,热毒痰浊瘀肺,热毒伤肺,瘀热内蕴,肺虚郁热,肺气耗伤,毒损气阴,"
0,"失眠&*肝肾亏虚,肺虚热郁,脾胃虚败,胃气衰败,肝郁伤神,木火刑金,痰瘀热郁,气血失调,"
0,"手术&*肺虚热郁,"
0,"疲劳乏力&*正虚气阴两伤,"
0,"腿软无力&*肝肾亏虚,痰瘀热毒阻肺,上蒙清阳,"
0,"咳喘&*气阴交亏,痰热郁肺,肺热内郁,正虚气阴两伤,肺络损伤,肺损及下,久病气阴两伤,"
0,"右胸痛&*痰瘀热毒互结,肺虚脾弱,气阴亏耗,痰热蕴肺,肺络损伤,痰热浊瘀,"
0,"有痰色白&*肺虚痰瘀,"
0,"痰中有血&*痰瘀热毒互结,气阴亏耗,上蒙清阳,肺络损伤,腑浊不降,肝气上逆,病实正虚,"
0,"口咽干&*热毒痰瘀互结,肺虚痰瘀,"
0,"左肺Ca&*气阴耗伤,肝肾不足,热毒走窜,气滞络瘀,"
0,"食纳欠馨&*肺气不利,热毒痰湿郁肺,癌毒走经,"
0,"有汗&*痰瘀阻络,气耗阴伤,病入损途,"
0,"咳嗽胸闷&*痰瘀热毒互结,癌毒走窜,热毒痰瘀蕴肺,肺虚饮停,痰瘀饮停,"
0,"左侧胸痛&*热毒痰瘀蕴肺,热毒痰瘀,痰浊热毒阻肺,热毒痰瘀阻络,伤阴耗气,瘀毒专注,"
0,"后背痛&*癌毒专注,痰瘀郁结,"
0,"纵隔淋巴结肿大&*痰瘀瘀毒互结,清肃失司,阴虚肺燥,"
0,"鳞癌&*气阴耗伤,肺气不利,肝肾不足,痰热郁肺,肺心同病,肺虚卫弱,脾胃不调,肺虚毒瘀,"
0,"放化疗&*热毒痰瘀内蕴,肺虚阴伤,病入损途,痰瘀郁热,清阳失司,气机升降不利,"
0,"右肺癌&*风痰上扰,化源不足,痰浊瘀郁,热毒痰浊瘀肺,癌毒伤肾,癌毒走注犯脑,脾胃伤败,痰热瘀毒蕴肺,肝肾受损,"
0,"咳血&*肺虚络损,肺损络伤,肺胃不和,痰浊瘀阻,热毒痰瘀阻络,肺气耗伤,"
0,"头痛&*清阳失用,风痰瘀阻,热毒蕴肺,浊邪害清,风痰瘀阻上蒙,"
0,"痰少不多&*风痰瘀阻,肝肾下虚,清阳不用,"
0,"左下肺鳞癌&*肺虚热郁,肺胃不和,肝郁伤神,瘀毒专注,"
0,"色白质粘&*热毒痰瘀阻肺,肺虚络损,痰瘀饮停,热毒伤肺,胃弱气滞,"
0,"怕热&*肺热阴伤,肺热内蕴,"
0,"厌食&*化疗伤正,肝肾下虚,清阳不用,热毒痰瘀阻滞,肝肾亏损,痰毒瘀肺,多脏受累,肺损体虚,"
0,"咯痰色白&*化疗伤正,痰瘀热毒蕴肺,脾虚肺弱,肺虚津气两伤,热伤肺络,不能濡养声道,脾胃不调,"
0,"左下肺腺癌&*痰瘀郁毒,肺虚热郁,"
0,"肝损&*痰瘀郁毒,化源不足,脾胃伤败,"
0,"右肺鳞癌&*肺胃同病,"
0,"咯痰带血&*热毒痰瘀阻络,痰热浊瘀,痰饮郁肺,"
0,"食纳欠佳&*痰瘀阻络,上蒙清阳,痰浊热毒瘀结,腑浊不降,虚实错杂,病实正虚,"
0,"食纳尚可&*癌毒走窜,热毒痰瘀,痰热毒瘀互结,肝肾阴虚,化源不足,热毒痰瘀郁肺,痰饮瘀肺,肺虚津气两伤,脾胃伤败,毒痰瘀阻,清阳不张,不能濡养声道,热毒伤阴,"
0,"右侧胸痛&*肺损络伤,肺胃同病,痰热蕴肺,肺虚饮停,肝经郁火,肝经郁火上炎,通降失常,肺损络瘀,"
